name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand
Volkswagen_Multivan_T4_2_4_L_Diesel_Camper_Drehsitz_Bett,privat,Angebot,2700,control,bus,1992,manuell,60,transporter,150000,7,diesel,volkswagen
Opel_Corsa_1.3_CDTI_5Tuerer__Klimaanlage,privat,Angebot,1650,control,kleinwagen,2006,manuell,69,corsa,150000,4,diesel,opel
VW_Golf_3_1_6l_Tuev/NEU!!!_5_Tuerig_Servo_SSD_WR,privat,Angebot,999,control,kleinwagen,1997,manuell,75,golf,150000,12,benzin,volkswagen
Mercedes_Benz_GLK_320_CDI_DPF_4Matic_7G_TRONIC,privat,Angebot,21500,control,suv,2009,automatik,224,glk,90000,8,diesel,mercedes_benz
BMW_E_46_Caprio_2_5_ci,privat,Angebot,3800,control,cabrio,2001,manuell,0,3er,150000,3,benzin,bmw
BMW_318i_Bastler_E46,privat,Angebot,800,test,limousine,1998,manuell,109,3er,150000,3,benzin,bmw
Audi_A4_2.7_TDI_DPF_multitronic,privat,Angebot,11900,control,limousine,2007,automatik,179,a4,150000,7,diesel,audi
VW_Golf_1_6,privat,Angebot,1500,test,kleinwagen,1996,,0,golf,80000,2,benzin,volkswagen
Opel_combo_1.7_D,privat,Angebot,450,control,andere,1996,manuell,0,combo,150000,0,diesel,opel
Bastlerfahrzeug_mit_Gasanlage_zu_verkaufen,privat,Angebot,1100,control,kombi,1998,manuell,120,laguna,150000,0,,renault
Dodge_Caliber_2.0l_Sxt_cvt___Unfall___teilespender___ami___us_car,privat,Angebot,2100,test,suv,2009,automatik,156,andere,90000,6,benzin,chrysler
MINI_Mini_Cooper,privat,Angebot,5350,control,kleinwagen,2003,manuell,116,cooper,150000,2,benzin,mini
320_Alpinweiss_Kohlenstoff,privat,Angebot,6000,test,limousine,2009,automatik,177,3er,125000,6,diesel,bmw
VW_Lupo_Tuev/Asu_neu,privat,Angebot,1899,test,kleinwagen,1999,manuell,0,lupo,90000,7,,volkswagen
Chrysler_pt_cruiser_2.2_diesel_tausch_moeglich,privat,Angebot,2000,test,kombi,2003,manuell,130,ptcruiser,150000,12,diesel,chrysler
Mercedes_Benz_C_63_AMG,privat,Angebot,41900,test,limousine,2012,automatik,457,c_klasse,60000,7,benzin,mercedes_benz
Mercedes_CLK_230_Automatik,privat,Angebot,5990,test,coupe,2002,automatik,197,clk,150000,5,benzin,mercedes_benz
VW_Polo_Classis,privat,Angebot,0,test,limousine,1998,manuell,75,polo,150000,0,benzin,volkswagen
Audi_A3_2.0_TDI_Sportback_Ambiente,privat,Angebot,4499,control,limousine,2005,manuell,140,a3,150000,11,diesel,audi
Preis_nur_bis_morgen_14Uhr:_Schoener_Polo_HU/AU_02/2018,privat,Angebot,1600,test,kleinwagen,2002,manuell,64,,150000,2,benzin,volkswagen
Bmw_316i_Automatik_Getriebe,privat,Angebot,2999,control,limousine,1999,automatik,105,3er,150000,8,,bmw
Golf_Plus_1_9_Diesel__Automatik__Zahnriehemen_Inspektion_Neu,privat,Angebot,7800,control,limousine,2006,automatik,104,golf,150000,12,diesel,volkswagen
"Nissan_Primera_1.8_P12_""_Prinz""LPG_TÜV_neu!!!",privat,Angebot,2900,test,limousine,2002,manuell,116,primera,150000,12,lpg,nissan
Peugeot_407_HDi_135_Automatik_Tendance,privat,Angebot,1999,control,limousine,2004,automatik,136,4_reihe,150000,11,diesel,peugeot
195/55_r15_sommerreifen_alu,privat,Angebot,0,control,,1111,,0,,5000,0,,opel
Hyundai_I10_1.2_Fifa_World_Cup_Edition,privat,Angebot,8799,control,kleinwagen,2014,manuell,87,i_reihe,30000,8,benzin,hyundai
Kia_Shuma_TÜV_bis_2018,privat,Angebot,970,test,limousine,2001,manuell,88,andere,150000,1,benzin,kia
Ford_Focus_Turnier_DI_Ghia,privat,Angebot,1599,test,kombi,1999,manuell,90,focus,150000,3,diesel,ford
Renault_Espace_2.2_Family,privat,Angebot,750,test,bus,1994,manuell,107,espace,150000,5,benzin,renault
Opel_Vectra_A_CC_GT_/_1.Hand_/_77_tkm_/_Bastler_/_evntl._Tausch,privat,Angebot,1000,test,limousine,1991,manuell,116,vectra,80000,11,benzin,opel
Kia_Sportage,privat,Angebot,10500,control,suv,2009,manuell,140,sportage,40000,10,benzin,kia
Mini_Cooper,privat,Angebot,5900,test,,2017,manuell,116,cooper,125000,11,benzin,mini
Mercedes_Benz_S_280,privat,Angebot,12000,control,limousine,1969,manuell,140,s_klasse,80000,3,benzin,mercedes_benz
BMW_E_46_Cabrio__Black_Saphir_Metallic__Facelift,privat,Angebot,7400,test,cabrio,2003,automatik,192,,150000,8,,bmw
Opel_Frontera_2.2_16V,privat,Angebot,1698,control,suv,1997,manuell,136,andere,150000,11,benzin,opel
Peugeot_206_zu_verkaufen,privat,Angebot,1850,control,kleinwagen,2003,manuell,0,andere,100000,1,benzin,peugeot
Hyundai_i30_CW_edition20_mit_Neuem_Motor,privat,Angebot,7990,test,,2017,manuell,109,i_reihe,80000,12,benzin,hyundai
***VOLKSWAGEN_GOLF_5___V___TDI_SEHR_GEPFLEGT***,privat,Angebot,4500,test,limousine,2007,manuell,90,golf,150000,9,diesel,volkswagen
Renault_Twingo_1_2_TÜV_2018_Klima,privat,Angebot,1480,test,kleinwagen,2003,manuell,58,twingo,150000,0,benzin,renault
Ford_Galaxy_2.0_TDCi_DPF_Ambiente,privat,Angebot,8450,test,bus,2008,manuell,131,galaxy,150000,5,diesel,ford
Opel_Corsa___Bj_2005,privat,Angebot,1650,control,,2017,manuell,60,corsa,125000,7,,opel
Mercedes_Benz_C_180_Kompressor_Sportcoupe,privat,Angebot,3700,control,coupe,2003,manuell,143,c_klasse,150000,12,benzin,mercedes_benz
bmw_x1_mit_viel_ekstras,privat,Angebot,14800,test,suv,2011,manuell,0,x_reihe,100000,0,diesel,bmw
Ford_Focus_Turnier_2.0_TDCi_DPF_Aut.EINPARKHELFE_TOP,privat,Angebot,5000,test,kombi,2008,automatik,136,focus,150000,6,diesel,ford
BMW_335,privat,Angebot,21000,control,coupe,2007,manuell,409,3er,150000,4,benzin,bmw
Mercedes_Benz_B_150,privat,Angebot,7500,test,bus,2006,manuell,95,b_klasse,90000,4,benzin,mercedes_benz
Audi_A4_Avant_1.8_TFSI,privat,Angebot,14750,control,kombi,2009,manuell,160,a4,90000,2,benzin,audi
Audi_A8_d2_4_2Ltr_Quattro,privat,Angebot,2200,test,limousine,1995,automatik,299,,150000,5,,audi
BMW_118d__M1_Austattung,privat,Angebot,10100,control,,2009,automatik,143,1er,150000,0,,bmw
Ford_Galaxy_1.9_TDI,privat,Angebot,1750,test,,2016,manuell,116,galaxy,150000,3,diesel,ford
Opel_Vectra_B,privat,Angebot,2250,test,kombi,2001,automatik,147,vectra,150000,12,benzin,opel
Seat_Exeo_Kombi_bi_xenon,privat,Angebot,15500,control,kombi,2012,manuell,120,exeo,40000,12,diesel,seat
Mitsubishi_carisma_1.8gdi_klima_tuev_neu,privat,Angebot,1900,control,limousine,2000,manuell,125,,150000,5,benzin,mitsubishi
Oldsmobile_Cutlass,privat,Angebot,15000,test,coupe,1971,,0,,5000,4,,sonstige_autos
BMW_323_CI_Topasblau_HK__Leder__Alarm_/_viele_Neuteile!,privat,Angebot,2300,control,coupe,1999,manuell,170,3er,150000,9,benzin,bmw
320_d_M_Paket,privat,Angebot,2300,control,limousine,2004,,0,3er,150000,8,diesel,bmw
Mercedes_Benz_S_500_L_Amg_Prinz_Gas_Lpg,privat,Angebot,12999,test,limousine,2002,automatik,306,s_klasse,90000,12,benzin,mercedes_benz
Mercedes_Benz_SL_320,privat,Angebot,24800,test,cabrio,1996,automatik,231,sl,50000,8,benzin,mercedes_benz
Volkswagen_krankentransport_T5_7JD103/WF2/ZP1_Autm.,privat,Angebot,7800,control,bus,2006,automatik,131,transporter,150000,4,diesel,volkswagen
Privat_Anbieter,privat,Angebot,1000,control,,2016,,0,astra,150000,3,benzin,opel
Peugeot_207_95_VTi_Urban_Move,privat,Angebot,6200,control,kleinwagen,2009,manuell,95,2_reihe,100000,4,benzin,peugeot
Peugeot_206+_HDi_eco_70,privat,Angebot,5300,test,kleinwagen,2009,manuell,68,2_reihe,100000,9,diesel,peugeot
Audi_A4_Avant_2.8_Quattro,privat,Angebot,1849,test,kombi,1997,manuell,193,a4,150000,1,benzin,audi
Renault_Clio_1.2_ECON,privat,Angebot,1800,control,kleinwagen,1999,manuell,58,clio,90000,12,benzin,renault
Volkswagen_wvPolo_9n,privat,Angebot,2100,control,kleinwagen,2005,manuell,64,polo,150000,7,benzin,volkswagen
Dodge_RAM_1500_SLT_5_9l_V8_4X4_Benzin_/_Gas,privat,Angebot,9900,test,suv,2000,automatik,250,,150000,4,lpg,sonstige_autos
Beschreibung__Verkaufe_mein_BMW_e46_328i_Ausstattung,privat,Angebot,1700,control,kombi,1999,manuell,193,3er,150000,5,benzin,bmw
Fiat_Punto_85.000_km_mit_TÜV,privat,Angebot,950,control,limousine,2002,,0,punto,90000,10,,fiat
Mercedes_Benz_200,privat,Angebot,800,control,limousine,1996,manuell,122,c_klasse,150000,5,benzin,mercedes_benz
Chevrolet_Trans_Sport_3_4_L_188_PS,privat,Angebot,500,test,bus,2001,automatik,188,andere,150000,0,benzin,chevrolet
Mercedes_Benz_A_160_BlueEFFICIENCY,privat,Angebot,11850,test,limousine,2011,manuell,95,a_klasse,60000,6,benzin,mercedes_benz
Dacia_Logan_Kombi__Unfaller_,privat,Angebot,890,test,kombi,2007,manuell,75,logan,150000,0,benzin,dacia
Werkzeugregal,privat,Angebot,250,control,,2000,,0,transporter,5000,0,,volkswagen
C_220CDI_KOMBI_TÜV_NEU_DPF_MOPF_FACELIFT,privat,Angebot,5900,control,kombi,2004,manuell,150,,150000,2,diesel,mercedes_benz
Ford_Mondeo_5_Door_Wagon_1_8l_85kw,privat,Angebot,600,test,kombi,1998,manuell,0,mondeo,150000,9,benzin,ford
Audi_A2_1_4_TDI,privat,Angebot,2500,test,limousine,2001,manuell,0,a2,150000,1,diesel,audi
Mercedes_A160_avangard_Ausstatung_mit_elektrischen_sonnendach,privat,Angebot,1299,test,limousine,1999,automatik,102,a_klasse,150000,7,benzin,mercedes_benz
BMW_528i_touring,privat,Angebot,750,test,kombi,1998,automatik,193,5er,150000,6,benzin,bmw
Touran_1.9_TDI_105_Ps_Familienauto,privat,Angebot,4500,control,bus,2004,manuell,105,touran,150000,4,diesel,volkswagen
Nissan_Pick_Up_4WD_King_Cab,privat,Angebot,4000,test,suv,1999,manuell,120,andere,150000,2,benzin,nissan
Volkswagen_Polo_6N_TÜV_NEU,privat,Angebot,950,control,kleinwagen,1999,manuell,60,polo,150000,2,benzin,volkswagen
NISSAN_TIIDA_KLIMA_88TKM_1HAND_TOP,privat,Angebot,3900,test,,2016,manuell,0,andere,90000,10,benzin,nissan
Mini_One_zu_verkaufen,privat,Angebot,4200,control,kleinwagen,2003,manuell,90,one,150000,0,benzin,mini
Seat_Ibiza_1.9_TDI__131_PS_,privat,Angebot,5950,test,limousine,2003,manuell,131,ibiza,100000,3,diesel,seat
GOLF_5_1.9_TDi_Xenon_105_PS_Regen_Sensor,privat,Angebot,2650,test,limousine,2006,manuell,105,golf,150000,6,diesel,volkswagen
Audi_A4_3.0_tdi_Quattro,privat,Angebot,9500,control,kombi,2005,manuell,265,a4,150000,2,diesel,audi
MINI_Mini_One_Navi_PDC_Klima,privat,Angebot,9250,test,kleinwagen,2012,manuell,75,one,40000,11,benzin,mini
Volkswagen_Passat_Variant_2.0_Pacific,privat,Angebot,850,control,kombi,1996,manuell,116,passat,150000,10,benzin,volkswagen
Mercedes_E_200_CDI,privat,Angebot,2990,test,limousine,2002,automatik,116,e_klasse,30000,2,diesel,mercedes_benz
Mercedes_Benz_C_220_CDI_DPF,privat,Angebot,16000,test,limousine,2010,manuell,170,c_klasse,90000,11,diesel,mercedes_benz
Golf_2_1.3_Nz_GT_Ausstattung,privat,Angebot,499,control,kleinwagen,1992,manuell,54,golf,125000,4,benzin,volkswagen
BMW_523i,privat,Angebot,2500,control,limousine,1999,manuell,170,5er,150000,9,benzin,bmw
Volkswagen_Golf_1.4_Comfortline,privat,Angebot,3499,control,limousine,2004,manuell,75,golf,150000,11,benzin,volkswagen
Renault_Clio_3_1_2_l_16_v,privat,Angebot,5500,control,kleinwagen,2007,manuell,75,,100000,10,benzin,renault
Renault_kangoo_1_5_Dci,privat,Angebot,400,test,,2016,manuell,0,kangoo,150000,0,diesel,renault
Mercedes_Benz_A_160,privat,Angebot,1699,test,limousine,2003,automatik,102,a_klasse,150000,6,benzin,mercedes_benz
Clio_3_zu_Verkaufen....schoenes_Auto,privat,Angebot,2400,control,kleinwagen,2006,manuell,75,clio,150000,1,benzin,renault
Mercedes_W202_in_bestem_Zustand!,privat,Angebot,2999,test,limousine,2000,automatik,122,c_klasse,150000,10,benzin,mercedes_benz
BMW_Bmw_545i_Autogas_Vollausstattung!!!,privat,Angebot,13800,control,limousine,2005,automatik,333,5er,150000,8,benzin,bmw
1.8T_TÜV_Klima,privat,Angebot,1100,control,,2017,,0,a3,150000,5,,audi
Toyota_IQ_Xenon_8_fach_Bereift_mit_Alufelgen,privat,Angebot,6200,test,kleinwagen,2009,,68,andere,30000,0,,toyota
Ford_Fiesta_1.4_Fun_X_Klima__AK__TÜV_neu__gepflegt_!,privat,Angebot,3450,test,kleinwagen,2007,manuell,88,fiesta,100000,3,benzin,ford
Zafira_2_2_DTI_OPC_Edition,privat,Angebot,3500,control,,2005,,125,zafira,30000,0,diesel,opel
Smart_for_Two_451_passion_mhd,privat,Angebot,7500,test,coupe,2013,automatik,71,fortwo,40000,2,benzin,smart
Dodge_Avenger_2.7_SXT,privat,Angebot,6999,test,limousine,2010,automatik,186,,125000,4,benzin,sonstige_autos
Octavia_Combi_1.6_TDI_DPF_Ambition,privat,Angebot,11000,test,kombi,2012,manuell,105,octavia,80000,3,diesel,skoda
Nissan_Micra_K12,privat,Angebot,2100,test,kleinwagen,2004,manuell,65,micra,150000,1,benzin,nissan
Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,3999,test,kombi,2002,manuell,131,passat,150000,3,diesel,volkswagen
Volkswagen_Eos_2.0_FSI_Individual_Chrom_mit_abnehmbarer_AHK,privat,Angebot,13900,control,cabrio,2008,manuell,150,eos,80000,4,benzin,volkswagen
BMW_316i,privat,Angebot,550,control,coupe,1995,manuell,105,3er,150000,11,benzin,bmw
Smart_Coupe_Tuev_neu,privat,Angebot,1690,control,kleinwagen,2000,automatik,0,,125000,12,benzin,smart
Twingo_mit_Motorschaden,privat,Angebot,250,control,kleinwagen,2001,manuell,0,twingo,150000,9,benzin,renault
Ford_fiesta,privat,Angebot,480,test,,2016,,0,fiesta,150000,0,,ford
Volkswagen_Golf_4,privat,Angebot,3200,test,kleinwagen,2000,manuell,75,golf,125000,4,benzin,volkswagen
BMW_118i_Automatik_/_Sitzheizung/_PDC_hinten/_...,privat,Angebot,11500,control,limousine,2006,automatik,129,1er,90000,3,benzin,bmw
Volkswagen_Scirocco_1.4_TSI,privat,Angebot,11540,test,coupe,2010,manuell,122,scirocco,80000,6,benzin,volkswagen
Peugeot_207_CC_Roland_Garros_120_PS,privat,Angebot,13199,control,cabrio,2012,manuell,120,2_reihe,30000,5,benzin,peugeot
Mercedes_Benz_CLK_Cabrio_200_Kompressor_Elegance,privat,Angebot,12790,test,cabrio,2001,automatik,163,clk,40000,6,benzin,mercedes_benz
C_180_mit_TÜV,privat,Angebot,600,control,limousine,1995,manuell,122,c_klasse,150000,0,benzin,mercedes_benz
Ford_Mondeo_1.8_Turnier_Trend,privat,Angebot,2500,test,kombi,2001,manuell,125,mondeo,150000,4,benzin,ford
Volkswagen_Golf_Variant_1.2_TSI_BlueMotion_Technology_L...,privat,Angebot,13750,test,kombi,2015,manuell,86,golf,20000,4,benzin,volkswagen
Opel_Corsa_1.3_CDTI_DPF_ecoFLEX,privat,Angebot,8200,test,kleinwagen,2013,manuell,75,corsa,80000,3,diesel,opel
Ford_C_Max,privat,Angebot,3000,control,bus,2004,manuell,110,c_max,150000,10,diesel,ford
BMW_E38_730i_Leder_Navi_19Zoll_mit_neuen_Reifen,privat,Angebot,2300,control,limousine,1996,automatik,0,7er,150000,11,benzin,bmw
Mercedes_Benz_C_220_CDI_DPF_BE__Comand__PreSafe__7G_TRONIC_Edi,privat,Angebot,21999,test,limousine,2013,automatik,170,c_klasse,100000,2,diesel,mercedes_benz
Audi_A6_Avant_3.0_TDI_DPF_quattro_tiptronic,privat,Angebot,24999,control,kombi,2011,automatik,239,a6,80000,2,diesel,audi
Renault_Twingo,privat,Angebot,550,control,kleinwagen,2001,manuell,0,twingo,150000,1,benzin,renault
Audi_A4_Avant_1.8_T,privat,Angebot,2350,control,kombi,1999,manuell,150,a4,150000,12,benzin,audi
BMW_318_Cabrio_m_Optik,privat,Angebot,1750,control,cabrio,1997,manuell,0,andere,150000,3,benzin,bmw
VW_T5_Multivan_Special__AHK__Fahrradtraeger,privat,Angebot,28300,test,bus,2012,manuell,114,transporter,40000,8,diesel,volkswagen
Volkswagen_Golf_Variant_1.6_TDI_DPF_Style,privat,Angebot,14900,test,kombi,2012,manuell,105,golf,50000,2,diesel,volkswagen
Audi_A3_2.0_TDI_DPF_Ambition,privat,Angebot,12800,test,limousine,2010,manuell,140,a3,80000,1,diesel,audi
Zuverlaessigen_Hyundai_Getz_1.1_zu_verkaufen,privat,Angebot,1800,control,kleinwagen,2004,manuell,63,getz,125000,11,benzin,hyundai
Renault_Twingo,privat,Angebot,150,test,kleinwagen,1993,manuell,0,twingo,150000,9,,renault
Ford_Mondeo_2.2_tdci_TITANIUM_mit_GARANTIE_!!!,privat,Angebot,20200,test,kombi,2013,automatik,200,mondeo,70000,0,diesel,ford
Polo_Limusine_1.4___74kw/101_ps,privat,Angebot,3100,control,limousine,2004,manuell,101,polo,150000,8,,volkswagen
Audi_A4_1_8_Turbo_163PS,privat,Angebot,5500,test,limousine,2003,automatik,163,a4,150000,11,benzin,audi
Alfa_Romeo_159_2.2_JTS_Distinctive,privat,Angebot,5000,control,limousine,2006,manuell,185,159,125000,12,,alfa_romeo
Peugeot_206__im_Tausch_,privat,Angebot,0,control,kleinwagen,2005,manuell,75,2_reihe,150000,0,benzin,peugeot
Mazda_Demio_1.5i_55KW__75PS__AHK__Klima__4xFhb__ZvFb__Nebellampen,privat,Angebot,480,control,kleinwagen,2001,manuell,75,andere,150000,12,benzin,mazda
BMW_316i_TÜV_1/1/2018_unfallfrei_kein_Rost,privat,Angebot,1800,control,limousine,1994,manuell,102,3er,150000,10,benzin,bmw
Hyundai_Lantra,privat,Angebot,350,control,limousine,1999,manuell,120,andere,125000,7,,hyundai
Ford_Fiesta_1.0_Start_Stop_Titanium_TOP_Ausstattung_+,privat,Angebot,10490,test,kleinwagen,2013,manuell,80,fiesta,30000,3,benzin,ford
Volkswagen_Multivan_4MOTION_MwSt._ausweisbar_Standheizung,privat,Angebot,37990,control,bus,2012,manuell,0,transporter,50000,6,diesel,volkswagen
Mercedes_Vito,privat,Angebot,3800,test,bus,2000,manuell,122,vito,150000,5,diesel,mercedes_benz
Ford_Transit_Mit_TÜV/HU._Voll_Fahrbereit!_Fest_preis!!!,privat,Angebot,1290,control,bus,2001,manuell,101,transit,5000,6,diesel,ford
Volkswagen_Golf_1.6,privat,Angebot,1200,test,limousine,1998,manuell,101,golf,150000,7,benzin,volkswagen
Nissan_Juke_1.6_Acenta_/_Haptic_Blue,privat,Angebot,10999,test,kleinwagen,2011,manuell,117,juke,60000,3,benzin,nissan
Audi_A1_Ambition_1.2_TFSI,privat,Angebot,13900,control,kleinwagen,2013,manuell,86,a1,30000,9,benzin,audi
Audi_A4_2.8,privat,Angebot,2000,control,limousine,1997,manuell,193,a4,150000,2,lpg,audi
Audi_TT_Coupe_1.8_T_quattro__268_Ps,privat,Angebot,5600,control,coupe,2000,manuell,224,tt,150000,12,benzin,audi
Volkswagen_Golf_Cabrio_1.4_TSI,privat,Angebot,18000,control,cabrio,2012,manuell,122,golf,20000,6,benzin,volkswagen
Mercedes_Benz_B_150,privat,Angebot,5300,control,bus,2007,manuell,95,b_klasse,150000,3,benzin,mercedes_benz
BMW_X3_3.0d_Aut.,privat,Angebot,13500,control,limousine,2007,automatik,218,x_reihe,150000,12,diesel,bmw
BMW_316i,privat,Angebot,2850,control,limousine,2000,manuell,105,3er,150000,7,benzin,bmw
BMW_320i_Cabrio__E36,privat,Angebot,4900,control,,2017,manuell,150,3er,150000,1,,bmw
Chrysler_sebring_cabrio.Weisse_Ledersitze._TOP._Tuning._GOLD,privat,Angebot,3850,test,cabrio,2001,manuell,141,andere,150000,6,benzin,chrysler
Opel_Vertra_Verkauf_oder_Tausch,privat,Angebot,800,test,kombi,1998,manuell,100,vectra,150000,8,benzin,opel
Peugeot_308_120_VTi_Sport_1._Hand_Scheckheft_gepflegt,privat,Angebot,6490,test,limousine,2008,manuell,120,3_reihe,70000,2,benzin,peugeot
Volkswagen_Golf_1.9_TDI_Sportline,privat,Angebot,4550,control,limousine,2003,manuell,105,golf,150000,12,diesel,volkswagen
BMW_1er_116i,privat,Angebot,9000,control,,2016,manuell,122,1er,80000,12,benzin,bmw
Ibiza_1.4_75_PS__Klima__HU/AU_01/2018__WR__SR__Scheckheftgepflegt,privat,Angebot,2250,test,kleinwagen,2004,manuell,75,ibiza,150000,7,benzin,seat
Ford_ka_zu_verkaufen,privat,Angebot,350,test,kleinwagen,1997,manuell,65,ka,150000,11,benzin,ford
verkauf__nissan_qashqai,privat,Angebot,8400,test,,2009,manuell,0,qashqai,150000,0,diesel,nissan
Skoda_Fabia_1.9_TDI_PD_DPF_Elegance,privat,Angebot,7490,control,kleinwagen,2009,manuell,105,fabia,70000,10,diesel,skoda
verkaufe_Ranault_Grand_Espace_IV_3_0dci___Voll___7Sitze_Leder...,privat,Angebot,3250,control,bus,2003,automatik,178,espace,150000,2,diesel,renault
Volkswagen_Passat_Variant_1.9_TDI_Comfortline,privat,Angebot,2500,control,kombi,2000,automatik,90,passat,150000,3,diesel,volkswagen
Opel_Vectra_B_1.8_16V_KLIMA_ALU_FACE_MFL_TÜV_7.2016,privat,Angebot,699,control,limousine,1997,manuell,116,vectra,150000,7,benzin,opel
Twingo___praktisch_+_guenstig__TÜV_bis_01/18__mit_Gebrauchsspuren,privat,Angebot,450,control,,2005,manuell,58,twingo,125000,0,benzin,renault
BMW_435d_Cabrio_xDrive_Sport_Aut.,privat,Angebot,47999,control,cabrio,2014,automatik,313,andere,60000,8,diesel,bmw
Sehr_schoener_gepflegter_VW_Touran_1.4,privat,Angebot,13500,control,bus,2010,manuell,140,touran,70000,1,,volkswagen
VW_T5_Multivan_1.9_TDI,privat,Angebot,9500,test,bus,2005,manuell,109,transporter,150000,6,diesel,volkswagen
Zu_verkaufen,privat,Angebot,1200,test,,2016,manuell,115,,20000,0,benzin,nissan
Audi_A4_2.7_TDI_DPF_multitronic_S_line_Sportpaket...,privat,Angebot,12990,control,limousine,2007,automatik,190,a4,150000,12,diesel,audi
Peugeot_106_Sketch,privat,Angebot,700,control,kleinwagen,1997,manuell,45,1_reihe,150000,11,benzin,peugeot
Hyundai_Terracan_2.9_CRDi,privat,Angebot,2750,control,suv,2003,manuell,150,andere,150000,9,diesel,hyundai
Ford_Galaxy_2.0_TDCi_DPF_Aut._Titanium_GROSS_NAVI,privat,Angebot,15900,test,bus,2011,automatik,140,galaxy,125000,4,diesel,ford
Mercedes_Benz_C_180_CGI_BlueEFFICIENCY_Schiebedach_Avantgarde,privat,Angebot,13499,test,limousine,2010,manuell,156,c_klasse,100000,10,benzin,mercedes_benz
Volkswagen_Golf_1.4_Edition_aus_2.Hand_mit_121tkm,privat,Angebot,1300,test,kombi,2001,manuell,75,golf,125000,4,benzin,volkswagen
Audi_A3_2.0_TFSI_quattro_Sportback_Ambition,privat,Angebot,7990,control,kombi,2005,manuell,200,a3,150000,8,benzin,audi
VW_POLO_6N,privat,Angebot,550,control,kleinwagen,1995,manuell,45,polo,5000,5,benzin,volkswagen
Mercedes_C280_/_W202_gepflegt,privat,Angebot,999,test,limousine,1995,manuell,192,,150000,5,benzin,mercedes_benz
Opel_COMFORT_1_6_coupe,privat,Angebot,950,control,coupe,1998,manuell,75,astra,150000,7,benzin,opel
Citroën_C4_1.6_16V,privat,Angebot,4699,control,limousine,2006,manuell,109,c4,100000,3,benzin,citroen
Mercedes_Benz_E_220_T_CDI_Automatik_Elegance_DPF,privat,Angebot,3500,test,kombi,2006,automatik,170,e_klasse,150000,9,diesel,mercedes_benz
VW_POLO_1.2_9N_3.500€_VB,privat,Angebot,3500,test,,2016,manuell,64,polo,100000,9,benzin,volkswagen
Volkswagen_Golf_Plus_1.6_Tour_Edition_/_Scheckheft_/_1_Hand,privat,Angebot,5997,control,bus,2007,manuell,102,golf,150000,8,benzin,volkswagen
RENAULT_Scenic_Van_2003_Tuev_neu__Zahnriemen_und_sehr_vieles_neu_,privat,Angebot,2200,control,bus,2003,manuell,113,scenic,150000,0,benzin,renault
Golf_4_1.4_mit_Klimaanlaage,privat,Angebot,999,control,limousine,1999,manuell,75,golf,150000,4,benzin,volkswagen
BMW_523i_touring,privat,Angebot,1200,control,kombi,1997,manuell,170,5er,150000,11,benzin,bmw
Corsa_TÜV_Juli_2016,privat,Angebot,180,test,coupe,1997,manuell,55,corsa,125000,4,benzin,opel
Volvo_V40__8_fach_bereift_TÜV_neu,privat,Angebot,999,test,kombi,1999,manuell,115,v40,150000,4,benzin,volvo
Volkswagen_Polo,privat,Angebot,1200,test,kleinwagen,2000,manuell,75,polo,150000,2,benzin,volkswagen
VW_Touran_1_6_Benzin___mit_Prins_Gasanlage_LPG__tanken_fuer_52Cent,privat,Angebot,5500,test,bus,2006,manuell,102,touran,150000,7,lpg,volkswagen
BMW_328i__M_Paket_ab_Werk,privat,Angebot,5250,control,cabrio,1996,automatik,193,3er,150000,4,benzin,bmw
Audi_A3,privat,Angebot,9000,control,limousine,2008,manuell,140,a3,150000,5,diesel,audi
Renault_Clio_1.2_16V_75_Expression,privat,Angebot,4600,control,kleinwagen,2009,manuell,75,clio,80000,10,benzin,renault
Audi_A6_Avant_2.5_TDI,privat,Angebot,2500,test,kombi,1999,automatik,150,a6,150000,7,diesel,audi
Renault_Twingo_mit_TÜV_03/2018_mit_Getriebeschaden,privat,Angebot,200,test,kleinwagen,2005,automatik,58,twingo,150000,1,benzin,renault
Opel_Astra_G_1.6l,privat,Angebot,0,control,,2000,,0,astra,5000,0,benzin,opel
VW_Golf_Cabrio_2.0_Highline_TÜV_Leder_Klima_BBS_elekt._Verdeck,privat,Angebot,2799,control,cabrio,1999,automatik,116,golf,150000,8,benzin,volkswagen
BMW_520d__M_Paket_Touring,privat,Angebot,9600,control,kombi,2008,manuell,177,5er,150000,7,diesel,bmw
Opel_Zafira_A_1.6_16V_Comfort_T98__Starsilber__101_PS,privat,Angebot,1600,test,andere,2001,manuell,101,zafira,150000,8,benzin,opel
Fiat_Punto_1.2_8V,privat,Angebot,5999,test,kleinwagen,2012,manuell,69,punto,50000,3,benzin,fiat
A2_1.4_TDI_TOP,privat,Angebot,2200,test,limousine,2003,,0,a2,150000,11,diesel,audi
4er_Golf_GTI_2.3_V5,privat,Angebot,2500,control,kleinwagen,2000,manuell,150,golf,150000,3,benzin,volkswagen
Mercedes_Benz_C_160_Kompressor_Sportcoupe__8_fach_Alubereift_,privat,Angebot,7600,test,coupe,2006,manuell,122,c_klasse,125000,6,benzin,mercedes_benz
BMW_320_Ci,privat,Angebot,7499,control,cabrio,2001,manuell,170,3er,150000,8,benzin,bmw
